Episode,Rewards,Steps,Success
334,-264,305,1
335,-220,190,1
336,-1027,500,0
337,-958,500,0
338,-736,500,0
339,-1061,500,0
340,-628,458,1
341,-874,500,0
342,-687,500,0
343,-278,258,1
344,-1089,500,0
345,-815,500,0
346,-686,500,0
347,-812,500,0
348,-785,500,0
349,-809,500,0
350,-806,500,0
351,-751,500,0
352,-595,373,1
353,-288,246,1
354,-331,362,1
355,-465,343,1
356,-252,266,1
357,-481,305,1
358,-168,126,1
359,-310,286,1
360,-843,500,0
361,-922,500,0
362,-1025,500,0
363,-843,500,0
364,-982,500,0
365,-892,500,0
366,-167,216,1
367,-807,500,0
368,-832,500,0
369,-386,287,1
370,-838,500,0
371,-480,422,1
372,-1110,500,0
373,-268,217,1
374,-465,413,1
375,-351,305,1
376,-333,301,1
377,-273,238,1
378,-493,389,1
379,-295,288,1
380,-193,170,1
381,-262,186,1
382,-743,500,0
383,-761,500,0
384,-817,500,0
385,-764,500,0
386,-874,500,0
387,-908,500,0
388,-866,500,0
389,-789,500,0
390,-343,365,1
391,-763,500,0
392,-744,500,0
393,-789,500,0
394,-129,205,1
395,-470,314,1
396,-723,500,0
397,-133,173,1
398,-742,500,0
399,-753,500,0
400,-821,500,0
401,-376,325,1
402,-697,500,0
403,-854,500,0
404,-744,500,0
405,-696,500,0
406,-310,225,1
407,-914,500,0
408,-216,255,1
409,-750,500,0
410,-707,500,0
411,-668,500,0
412,-995,500,0
413,-801,500,0
414,-705,500,0
415,-629,500,0
416,-276,249,1
417,-843,500,0
418,-744,500,0
419,-557,453,1
420,-532,447,1
421,-129,158,1
422,-645,500,0
423,-70,147,1
424,-546,416,1
425,-1046,500,0
426,-699,500,0
427,-364,286,1
428,-246,278,1
429,-805,500,0
430,-425,317,1
431,-348,369,1
432,-668,500,0
433,-695,500,0
434,-464,437,1
435,-453,367,1
436,-256,270,1
437,-733,500,0
438,-807,500,0
439,-88,165,1
440,-759,500,0
441,-761,500,0
442,-651,500,0
443,-777,500,0
444,-158,217,1
445,-800,500,0
446,-556,471,1
447,-668,500,0
448,-642,500,0
449,-738,486,1
450,-306,302,1
451,-142,210,1
452,-798,500,0
453,-910,500,0
454,-944,500,0
455,-740,500,0
456,-205,263,1
457,-727,500,0
458,-128,196,1
459,-442,382,1
460,-695,500,0
461,-697,500,0
462,-617,500,0
463,-813,500,0
464,-210,242,1
465,-615,500,0
466,-680,422,1
467,-989,500,0
468,-163,221,1
469,-280,330,1
470,-617,477,1
471,-920,500,0
472,-923,500,0
473,-296,274,1
474,-469,399,1
475,-800,500,0
476,-737,500,0
477,-383,310,1
478,-709,500,0
479,-823,500,0
480,-836,500,0
481,-706,500,0
482,-669,500,0
483,-615,500,0
484,-628,500,0
485,-839,500,0
486,-670,500,0
487,-500,449,1
488,-741,500,0
489,-749,500,0
490,-661,500,0
491,-867,500,0
492,-771,500,0
493,-643,500,0
494,-675,500,0
495,-682,500,0
496,-344,277,1
497,-938,500,0
498,-737,500,0
499,-686,500,0
500,-669,500,0
