Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
233,-764,0,500,23,3
234,-727,0,500,21,2
235,-455,1,320,22,2
236,-587,1,292,44,0
237,-878,0,500,42,0
238,-866,0,500,31,2
239,-729,0,500,17,4
240,-939,0,500,34,7
241,-995,1,473,39,4
242,-599,1,500,18,2
243,-409,1,280,18,1
244,-965,0,500,20,15
245,-391,1,292,18,2
246,-935,0,500,23,12
247,-311,1,172,14,6
248,-509,1,308,26,1
249,-462,1,382,18,1
250,-867,0,500,29,3
251,-906,0,500,43,1
252,-924,0,500,45,1
253,-736,0,500,22,2
254,-542,1,388,12,0
255,-491,1,383,19,2
256,-691,1,409,19,6
257,-761,0,500,13,5
258,-799,0,500,29,2
259,-822,0,500,21,7
260,-960,0,500,33,6
261,-492,1,300,22,5
262,-1010,0,500,24,0
263,-764,0,500,23,3
264,-198,1,172,12,1
265,-444,1,326,18,3
266,-784,1,497,41,1
267,-821,0,500,23,6
268,-863,0,500,21,4
269,-846,0,500,30,4
270,-737,0,500,20,3
271,-398,1,228,28,1
272,-825,0,500,34,1
273,-871,0,500,37,2
274,-691,0,500,17,2
275,-601,1,497,11,3
276,-943,0,500,45,2
277,-870,0,500,23,6
278,-917,0,500,40,3
279,-164,1,192,6,1
280,-841,0,500,24,4
281,-781,0,500,27,2
282,-683,0,500,14,3
283,-858,0,500,25,7
284,-903,0,500,33,3
285,-976,0,500,36,8
286,-818,0,500,29,3
287,-634,1,481,11,3
288,-155,1,121,15,0
289,-703,0,500,15,1
290,-966,0,500,24,8
291,-863,0,500,34,3
292,-804,0,500,22,3
293,-888,0,500,22,10
294,-566,1,433,13,1
295,-738,0,500,18,4
296,-785,0,500,19,6
297,-925,0,500,30,3
298,-676,1,381,31,1
299,-493,1,376,20,2
300,-307,1,300,12,0
