Episode,Rewards,Steps,Success
200,-540.0,355,1
201,-382.0,282,1
202,-478.0,378,1
203,-825.0,500,0
204,-705.0,500,0
205,-64.0,114,1
206,-670.0,500,0
207,-845.0,500,0
208,-38.0,133,1
209,-755.0,500,0
210,-735.0,500,0
211,-795.0,500,0
212,-42.0,147,1
213,66.0,49,1
214,-790.0,500,0
215,-715.0,500,0
216,-132.0,212,1
217,-243.0,208,1
218,-705.0,500,0
219,-868.0,443,1
220,-680.0,500,0
221,-523.0,348,1
222,-685.0,500,0
223,-76.0,141,1
224,-24.0,109,1
225,-322.0,297,1
226,-46.0,121,1
227,-870.0,500,0
228,-124.0,124,1
229,-785.0,500,0
230,-824.0,499,1
231,-254.0,229,1
232,-745.0,500,0
233,-895.0,500,0
234,-68.0,168,1
235,-683.0,443,1
236,-875.0,500,0
237,-875.0,500,0
238,-735.0,500,0
239,-172.0,227,1
240,-262.0,237,1
241,-44.0,124,1
242,-720.0,500,0
243,-44.0,124,1
244,-92.0,192,1
245,-139.0,194,1
246,-793.0,473,1
247,-634.0,434,1
248,-685.0,500,0
249,-122.0,212,1
250,-745.0,500,0
251,-38.0,128,1
252,18.0,87,1
253,-720.0,500,0
254,-765.0,500,0
255,-358.0,353,1
256,-4.0,104,1
257,-940.0,500,0
258,-383.0,313,1
259,-705.0,500,0
260,-810.0,500,0
261,-765.0,500,0
262,-204.0,264,1
263,-815.0,500,0
264,-90.0,155,1
265,-815.0,500,0
266,-274.0,274,1
267,-830.0,500,0
268,-755.0,500,0
269,-456.0,386,1
270,-454.0,399,1
271,-730.0,500,0
272,-650.0,500,0
273,-578.0,428,1
274,-76.0,176,1
275,24.0,96,1
276,-152.0,212,1
277,-174.0,204,1
278,-645.0,500,0
279,-548.0,473,1
280,-421.0,356,1
281,-315.0,275,1
282,-715.0,500,0
283,-790.0,500,0
284,-466.0,411,1
285,-635.0,500,0
286,-690.0,500,0
287,-126.0,206,1
288,20.0,85,1
289,-248.0,288,1
290,-500.0,480,1
291,-606.0,436,1
292,-685.0,500,0
293,-282.0,307,1
294,-815.0,500,0
295,42.0,88,1
296,-48.0,148,1
297,-790.0,500,0
298,-765.0,500,0
299,-260.0,315,1
300,-46.0,131,1
301,-82.0,147,1
302,-604.0,474,1
303,-645.0,500,0
304,-650.0,500,0
305,50.0,75,1
306,-377.0,267,1
307,-700.0,500,0
308,-64.0,139,1
309,-710.0,500,0
310,-68.0,163,1
311,-685.0,500,0
312,-875.0,500,0
313,-760.0,500,0
314,-62.0,132,1
315,-735.0,500,0
316,-592.0,457,1
317,34.0,101,1
318,-462.0,377,1
319,-845.0,500,0
320,8.0,62,1
321,-12.0,87,1
322,-750.0,500,0
323,8.0,82,1
324,-815.0,500,0
325,-72.0,147,1
326,-820.0,500,0
327,-462.0,457,1
328,-228.0,293,1
329,-605.0,500,0
330,-88.0,178,1
331,-288.0,313,1
332,-56.0,146,1
333,-496.0,406,1
334,-292.0,227,1
335,34.0,91,1
336,-615.0,500,0
337,-765.0,500,0
338,-6.0,111,1
339,-552.0,437,1
340,-530.0,430,1
341,-392.0,382,1
342,-775.0,500,0
343,-48.0,78,1
344,-220.0,230,1
345,2.0,128,1
346,-250.0,290,1
347,54.0,76,1
348,26.0,89,1
349,-316.0,271,1
350,-780.0,500,0
351,-186.0,256,1
352,-38.0,123,1
353,-192.0,247,1
354,12.0,88,1
355,-635.0,500,0
356,-166.0,156,1
357,-148.0,158,1
358,66.0,64,1
359,-193.0,158,1
360,-660.0,500,0
361,-715.0,500,0
362,-715.0,500,0
363,-56.0,156,1
364,-14.0,109,1
365,-86.0,131,1
366,-124.0,149,1
367,-494.0,424,1
368,-715.0,500,0
369,-212.0,222,1
370,-398.0,393,1
371,-605.0,500,0
372,4.0,106,1
373,-564.0,464,1
374,-855.0,500,0
375,68.0,67,1
376,54.0,71,1
377,-410.0,385,1
378,-820.0,500,0
379,-685.0,500,0
380,-350.0,305,1
381,28.0,77,1
382,-373.0,338,1
383,-644.0,484,1
384,-112.0,212,1
385,-118.0,218,1
386,-88.0,153,1
387,50.0,85,1
388,-735.0,500,0
389,-265.0,235,1
390,-4.0,99,1
391,-845.0,500,0
392,-134.0,209,1
393,-257.0,157,1
394,-154.0,174,1
395,-140.0,215,1
396,-643.0,468,1
397,-40.0,160,1
398,-730.0,500,0
399,-640.0,500,0
400,-76.0,156,1
401,-26.0,106,1
402,24.0,81,1
403,-173.0,213,1
404,12.0,98,1
405,-268.0,243,1
406,-191.0,171,1
407,-150.0,155,1
408,-66.0,176,1
409,-70.0,170,1
410,-204.0,289,1
411,-182.0,217,1
412,-40.0,135,1
413,-850.0,500,0
414,-810.0,500,0
415,-409.0,329,1
416,16.0,104,1
417,-264.0,284,1
418,-576.0,456,1
419,52.0,73,1
420,-358.0,348,1
421,-368.0,403,1
422,-176.0,241,1
423,-110.0,195,1
424,-72.0,132,1
425,8.0,67,1
426,-720.0,500,0
427,-740.0,500,0
428,-168.0,213,1
429,-380.0,370,1
430,-610.0,500,0
431,-156.0,216,1
432,-136.0,201,1
433,-62.0,172,1
434,-755.0,500,0
435,-62.0,167,1
436,-4.0,114,1
437,-660.0,500,0
438,-148.0,223,1
439,-615.0,500,0
440,18.0,117,1
441,-60.0,165,1
442,-60.0,145,1
443,-625.0,500,0
444,-36.0,136,1
445,-182.0,192,1
446,6.0,109,1
447,96.0,39,1
448,-130.0,240,1
449,6.0,99,1
450,-72.0,137,1
451,-114.0,224,1
452,-102.0,122,1
453,-780.0,500,0
454,-312.0,352,1
455,-75.0,140,1
456,-740.0,500,0
457,-28.0,123,1
458,-382.0,367,1
459,-282.0,287,1
460,10.0,105,1
461,-246.0,241,1
462,-168.0,248,1
463,-244.0,329,1
464,-142.0,227,1
465,-206.0,231,1
466,-204.0,249,1
467,-655.0,500,0
468,-715.0,500,0
469,-210.0,205,1
470,42.0,93,1
471,-82.0,147,1
472,-273.0,213,1
473,-56.0,146,1
474,-770.0,500,0
475,-8.0,138,1
476,-36.0,146,1
477,-111.0,176,1
478,-655.0,500,0
479,-120.0,175,1
480,-188.0,178,1
481,-226.0,246,1
482,28.0,97,1
483,-24.0,69,1
484,-30.0,140,1
485,14.0,101,1
486,-136.0,196,1
487,58.0,77,1
488,-32.0,147,1
489,-22.0,127,1
490,62.0,73,1
491,28.0,107,1
492,-368.0,403,1
493,42.0,73,1
494,-156.0,171,1
495,-246.0,236,1
496,-69.0,94,1
497,-710.0,500,0
498,-223.0,198,1
499,-710.0,500,0
500,-725.0,500,0
