Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
230,-1234,0,500,55,10
231,-1292,0,500,40,15
232,-822,1,445,35,6
233,-719,0,500,18,3
234,-1062,0,500,28,6
235,-575,1,397,31,0
236,-813,0,500,23,3
237,-1060,0,500,39,11
238,-937,0,500,25,6
239,-981,0,500,35,1
240,-866,0,500,28,6
241,-822,0,500,21,7
242,-921,0,500,32,7
243,-951,0,500,29,10
244,-755,0,500,22,3
245,-728,0,500,19,3
246,-718,0,500,20,2
247,-926,0,500,41,3
248,-1055,0,500,30,15
249,-887,0,500,27,5
250,-447,1,258,12,7
251,-893,0,500,31,6
252,-1127,0,500,34,4
253,-862,0,500,23,3
254,-833,0,500,37,0
255,-870,0,500,20,10
256,-1134,0,500,62,4
257,-1207,0,500,49,14
258,-1158,0,500,55,6
259,-801,0,500,25,4
260,-548,1,396,26,1
261,-717,0,500,22,1
262,-877,0,500,28,4
263,-894,0,500,29,7
264,-522,1,388,24,1
265,-845,0,500,32,3
266,-836,0,500,31,3
267,-825,0,500,34,1
268,-482,1,402,18,1
269,-917,1,482,52,1
270,-841,0,500,24,4
271,-839,0,500,28,2
272,-872,0,500,35,3
273,-898,0,500,40,2
274,-887,0,500,30,1
275,-798,0,500,31,1
276,-894,0,500,32,3
277,-906,0,500,30,2
278,-841,0,500,21,8
279,-1029,0,500,34,4
280,-1179,0,500,25,11
281,-709,0,500,19,2
282,-747,0,500,19,4
283,-849,0,500,27,3
284,-1186,0,500,37,16
285,-1054,0,500,51,5
286,-898,0,500,21,11
287,-708,0,500,21,1
288,-850,0,500,22,8
289,-775,0,500,23,1
290,-943,1,491,53,4
291,-799,0,500,29,2
292,-680,0,500,20,0
293,-546,1,421,23,1
294,-955,0,500,40,5
295,-609,1,426,24,1
296,-857,0,500,27,6
297,-1069,0,500,59,2
298,-990,0,500,46,4
299,-719,0,500,18,3
300,-1117,0,500,35,3
