Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
1,-1624,0,500,89,17
2,-1653,0,500,69,28
3,-1711,0,500,124,5
4,-1566,0,500,72,22
5,-2030,0,500,99,13
6,-1687,0,500,89,10
7,-1575,0,500,92,13
8,-1560,0,500,84,16
9,-1813,0,500,110,17
10,-1578,0,500,79,9
11,-1703,0,500,86,20
12,-1992,0,500,141,4
13,-1647,0,500,68,23
14,-1517,0,500,94,9
15,-1787,0,500,72,13
16,-1868,0,500,98,23
17,-1715,0,500,83,4
18,-1645,0,500,81,9
19,-1346,0,500,78,5
20,-1788,0,500,99,8
21,-1466,0,500,82,12
22,-1269,0,500,77,4
23,-1630,0,500,80,19
24,-1423,0,500,92,5
25,-1460,0,500,81,7
26,-1482,0,500,56,20
27,-1371,0,500,72,4
28,-1617,0,500,80,8
29,-1518,0,500,66,12
30,-1803,0,500,85,18
31,-1267,0,500,68,3
32,-1468,0,500,68,11
33,-1453,0,500,66,6
34,-1469,0,500,98,2
35,-1684,0,500,73,20
36,-1339,0,500,89,2
37,-1404,0,500,60,14
38,-1660,0,500,76,7
39,-1369,0,500,48,23
40,-1575,0,500,73,22
41,-1249,0,500,47,12
42,-1508,0,500,80,10
43,-1367,0,500,58,13
44,-1360,0,500,59,7
45,-1773,0,500,101,14
46,-1613,0,500,72,9
47,-1810,0,500,97,23
48,-1242,0,500,77,0
49,-1321,0,500,71,7
50,-1314,0,500,72,1
51,-1510,0,500,92,7
52,-1279,0,500,57,14
53,-1435,0,500,45,15
54,-1179,0,500,67,4
55,-1076,0,500,45,9
56,-1292,0,500,59,6
57,-1252,0,500,73,5
58,-1484,0,500,84,12
59,-1524,0,500,63,6
60,-1750,0,500,55,32
61,-1142,0,500,52,4
62,-1528,0,500,75,16
63,-1234,0,500,58,6
64,-1520,0,500,59,18
65,-1697,0,500,62,13
66,-1298,0,500,60,11
67,-1229,0,500,33,15
68,-1259,0,500,65,4
69,-1158,0,500,71,1
70,-643,1,304,38,0
71,-1392,0,500,97,1
72,-945,1,450,46,7
73,-1559,0,500,95,3
74,-391,1,204,32,0
75,-1325,0,500,60,15
76,-1113,0,500,66,1
77,-1350,0,500,67,13
78,-1391,0,500,70,6
79,-1252,0,500,37,4
80,-1414,0,500,78,6
81,-672,1,329,33,0
82,-1212,0,500,64,2
83,-1342,0,500,70,6
84,-1151,0,500,66,3
85,-714,1,309,39,3
86,-1363,0,500,47,18
87,-1042,0,500,40,7
88,-1360,0,500,88,1
89,-1115,0,500,46,8
90,-1043,0,500,54,3
91,-1144,0,500,51,2
92,-1194,0,500,56,10
93,-534,1,273,23,3
94,-1253,0,500,71,6
95,-1574,0,500,46,27
96,-992,0,500,42,6
97,-1151,0,500,47,12
98,-1264,0,500,49,17
99,-1050,0,500,30,7
100,-993,0,500,27,8
101,-1082,0,500,52,6
102,-535,1,296,26,3
103,-1473,0,500,71,15
104,-1105,0,500,44,11
105,-899,0,500,38,3
106,-1169,0,500,49,12
107,-1165,0,500,47,5
108,-425,1,328,22,0
109,-569,1,273,29,2
110,-1086,0,500,31,11
111,-1375,0,500,74,11
112,-1407,0,500,54,17
113,-1095,0,500,45,10
114,-1009,0,500,46,5
115,-1135,0,500,47,6
116,-904,1,490,30,0
117,-1067,0,500,37,2
118,-990,0,500,33,5
119,-555,1,382,22,4
120,-1042,0,500,40,7
121,-1232,0,500,46,9
122,-1197,0,500,69,4
123,-414,1,278,20,3
124,-585,1,324,36,2
125,-969,0,500,34,6
126,-1090,0,500,39,10
127,-1352,0,500,63,15
128,-1169,0,500,42,5
129,-974,0,500,43,2
130,-1342,0,500,64,14
131,-948,1,446,48,9
132,-979,0,500,30,11
133,-618,1,361,25,7
134,-1162,0,500,50,6
135,-1384,0,500,58,1
136,-1135,0,500,44,10
137,-1205,0,500,40,13
138,-981,0,500,32,5
139,-1185,0,500,58,6
140,-1078,0,500,41,11
141,-1032,0,500,38,10
142,-992,0,500,45,2
143,-823,1,465,32,9
144,-371,1,281,17,2
145,-983,0,500,44,2
146,-933,0,500,46,1
147,-510,1,300,24,5
148,-841,1,441,43,6
149,-953,0,500,31,4
150,-921,1,437,39,2
151,-1100,0,500,38,11
152,-1042,0,500,37,11
153,-1073,0,500,38,7
154,-1080,0,500,40,9
155,-983,0,500,44,2
156,-909,0,500,37,4
157,-1117,0,500,39,14
158,-1290,0,500,44,13
159,-1077,0,500,43,10
160,-985,0,500,27,5
161,-1108,0,500,57,5
162,-1221,0,500,46,11
163,-1149,0,500,51,10
164,-1180,0,500,27,23
165,-817,0,500,31,2
166,-794,1,476,36,5
167,-1030,0,500,42,8
168,-256,1,230,12,1
169,-1042,0,500,56,2
170,-504,1,325,29,1
171,-940,0,500,32,8
172,-547,1,394,24,2
173,-986,0,500,38,5
