Episode,Rewards,Steps,Success
283,-680.0,500,0
284,-502.0,377,1
285,-572.0,447,1
286,-513.0,438,1
287,-102.0,202,1
288,-745.0,500,0
289,-418.0,428,1
290,-740.0,500,0
291,-316.0,281,1
292,-715.0,500,0
293,-110.0,170,1
294,-100.0,180,1
295,-528.0,428,1
296,-765.0,500,0
297,-715.0,500,0
298,-414.0,359,1
299,-725.0,500,0
300,-700.0,500,0
301,-340.0,315,1
302,-640.0,500,0
303,-234.0,214,1
304,-376.0,251,1
305,-488.0,393,1
306,-194.0,234,1
307,-199.0,179,1
308,-246.0,296,1
309,-236.0,196,1
310,-795.0,500,0
311,-700.0,500,0
312,-675.0,500,0
313,-186.0,271,1
314,-770.0,500,0
315,-170.0,185,1
316,-675.0,500,0
317,-464.0,429,1
318,-240.0,260,1
319,-850.0,500,0
320,-252.0,312,1
321,-110.0,180,1
322,-440.0,395,1
323,-500.0,340,1
324,-64.0,99,1
325,-675.0,500,0
326,-292.0,262,1
327,-114.0,159,1
328,-795.0,500,0
329,-128.0,203,1
330,-700.0,500,0
331,-124.0,144,1
332,-675.0,500,0
333,-488.0,398,1
334,-432.0,382,1
335,-104.0,179,1
336,-230.0,235,1
337,-414.0,404,1
338,-710.0,500,0
339,-204.0,234,1
340,-418.0,418,1
341,-524.0,374,1
342,-740.0,500,0
343,-30.0,90,1
344,-720.0,500,0
345,-740.0,500,0
346,-690.0,500,0
347,-290.0,335,1
348,-650.0,500,0
349,-640.0,500,0
350,-800.0,500,0
351,-162.0,202,1
352,-234.0,279,1
353,-252.0,267,1
354,-770.0,500,0
355,-455.0,350,1
356,-680.0,500,0
357,-655.0,500,0
358,-492.0,382,1
359,-670.0,500,0
360,-184.0,219,1
361,-231.0,186,1
362,-158.0,223,1
363,-795.0,500,0
364,-685.0,500,0
365,-705.0,500,0
366,-695.0,500,0
367,-256.0,251,1
368,-134.0,204,1
369,-705.0,500,0
370,-40.0,115,1
371,-240.0,250,1
372,-705.0,500,0
373,-675.0,500,0
374,-605.0,500,0
375,-613.0,483,1
376,-665.0,500,0
377,-605.0,500,0
378,-206.0,231,1
379,-710.0,500,0
380,-142.0,207,1
381,-690.0,490,1
382,-386.0,391,1
383,-96.0,186,1
384,-760.0,500,0
385,-422.0,382,1
386,-114.0,194,1
387,-270.0,265,1
388,-800.0,500,0
389,-292.0,292,1
390,-64.0,154,1
391,-660.0,500,0
392,-790.0,500,0
393,-202.0,212,1
394,-412.0,377,1
395,-640.0,500,0
396,-700.0,500,0
397,-635.0,500,0
398,-660.0,500,0
399,-675.0,500,0
400,-172.0,247,1
401,-685.0,500,0
402,-332.0,307,1
403,-214.0,269,1
404,-131.0,171,1
405,-770.0,500,0
406,-72.0,162,1
407,-82.0,187,1
408,-840.0,500,0
409,-700.0,500,0
410,-665.0,500,0
411,-359.0,369,1
412,-680.0,500,0
413,-36.0,106,1
414,-262.0,272,1
415,-680.0,500,0
416,-14.0,114,1
417,-675.0,500,0
418,-725.0,500,0
419,-740.0,500,0
420,-300.0,290,1
421,-720.0,500,0
422,-750.0,500,0
423,-192.0,232,1
424,-335.0,310,1
425,-72.0,132,1
426,-166.0,226,1
427,-138.0,228,1
428,-660.0,500,0
429,-326.0,266,1
430,-60.0,155,1
431,-107.0,142,1
432,-456.0,436,1
433,-88.0,148,1
434,-152.0,202,1
435,-690.0,500,0
436,-28.0,138,1
437,-640.0,500,0
438,-4.0,124,1
439,-225.0,245,1
440,-640.0,500,0
441,-725.0,500,0
442,-436.0,396,1
443,-790.0,500,0
444,-232.0,267,1
445,-485.0,370,1
446,-62.0,122,1
447,-166.0,166,1
448,-48.0,123,1
449,-258.0,238,1
450,-229.0,229,1
451,-164.0,234,1
452,-710.0,500,0
453,-695.0,500,0
454,-595.0,500,0
455,-219.0,244,1
456,-136.0,216,1
457,-132.0,172,1
458,-695.0,500,0
459,-303.0,293,1
460,6.0,114,1
461,-70.0,125,1
462,-154.0,194,1
463,-274.0,309,1
464,-258.0,278,1
465,-130.0,225,1
466,-74.0,159,1
467,-284.0,279,1
468,-122.0,142,1
469,-176.0,211,1
470,-214.0,209,1
471,-770.0,500,0
472,-660.0,500,0
473,-278.0,278,1
474,-302.0,347,1
475,-208.0,263,1
476,-670.0,500,0
477,-233.0,233,1
478,-228.0,298,1
479,-464.0,379,1
480,-336.0,311,1
481,-615.0,500,0
482,-62.0,152,1
483,-705.0,500,0
484,4.0,116,1
485,-780.0,500,0
486,-670.0,500,0
487,-244.0,219,1
488,-60.0,155,1
489,-392.0,377,1
490,-403.0,338,1
491,-640.0,485,1
492,-634.0,474,1
493,-136.0,211,1
494,-48.0,143,1
495,-302.0,327,1
496,-168.0,188,1
497,-136.0,196,1
498,-560.0,500,0
499,-685.0,500,0
500,-258.0,258,1
