Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
84,-1442,0,500,47,17
85,-1033,0,500,55,2
86,-1215,0,500,52,13
87,-1221,0,500,59,10
88,-1223,0,500,58,8
89,-1077,0,500,46,6
90,-1444,0,500,69,17
91,-1162,0,500,66,1
92,-1310,0,500,71,9
93,-1210,0,500,62,8
94,-1396,0,500,60,11
95,-1710,0,500,75,23
96,-1164,0,500,49,4
97,-985,0,500,37,8
98,-1003,1,497,59,4
99,-1128,0,500,55,7
100,-626,1,372,34,0
101,-1178,0,500,46,1
102,-1001,0,500,33,3
103,-1412,0,500,63,13
104,-1674,0,500,64,16
105,-1266,0,500,64,10
106,-1065,0,500,48,7
107,-1404,0,500,60,14
108,-1076,0,500,51,1
109,-1070,0,500,57,3
110,-790,1,440,32,6
111,-1071,0,500,55,4
112,-1019,0,500,45,6
113,-1089,0,500,38,13
114,-1153,0,500,62,5
115,-1099,0,500,56,5
116,-1184,0,500,44,10
117,-1305,0,500,62,13
118,-1264,0,500,55,9
119,-1343,0,500,62,15
120,-963,1,495,59,2
121,-1569,0,500,85,16
122,-1020,0,500,33,4
123,-986,0,500,35,9
124,-946,0,500,39,5
125,-1376,0,500,49,10
126,-1234,0,500,45,7
127,-742,1,296,36,4
128,-1554,0,500,77,19
129,-1150,0,500,49,11
130,-319,1,217,15,1
131,-1346,0,500,65,6
132,-961,0,500,47,2
133,-939,0,500,34,7
134,-1206,0,500,31,7
135,-1260,0,500,53,2
136,-1046,0,500,48,6
137,-1334,0,500,64,11
138,-1223,0,500,45,9
139,-1137,0,500,49,0
140,-455,1,302,24,2
141,-995,0,500,55,0
142,-1312,0,500,51,16
143,-891,1,396,46,7
144,-1174,0,500,51,1
145,-844,0,500,34,2
146,-1080,0,500,30,6
147,-1051,0,500,57,2
148,-955,0,500,40,5
149,-1204,0,500,58,7
150,-1250,0,500,39,21
151,-1194,0,500,37,19
152,-311,1,212,18,2
153,-1014,0,500,42,2
154,-994,0,500,38,8
155,-513,1,273,21,8
156,-1069,0,500,46,3
157,-909,0,500,37,4
158,-1302,0,500,49,19
159,-1206,0,500,54,9
160,-1212,0,500,45,11
161,-1003,0,500,29,5
162,-923,0,500,34,1
163,-1257,0,500,56,3
164,-1159,0,500,37,12
165,-790,0,500,28,2
166,-1236,0,500,67,7
167,-1371,0,500,59,5
168,-1088,0,500,59,3
169,-1180,0,500,33,15
170,-991,0,500,28,10
171,-1060,0,500,58,2
172,-1053,0,500,53,4
173,-832,1,397,39,2
174,-880,0,500,38,2
175,-837,0,500,32,0
176,-1115,0,500,36,5
177,-793,1,445,33,8
178,-234,1,161,13,3
179,-1013,0,500,28,6
180,-1170,0,500,47,13
181,-1040,0,500,25,14
182,-1181,0,500,50,7
183,-1297,0,500,59,14
184,-772,0,500,26,2
185,-513,1,369,23,2
186,-888,0,500,41,1
187,-798,0,500,31,1
188,-659,1,445,35,0
189,-762,0,500,27,1
190,-864,0,500,32,4
191,-702,1,401,35,2
192,-1068,0,500,32,7
193,-966,0,500,40,3
194,-1088,0,500,33,5
195,-786,0,500,20,3
196,-698,1,461,27,5
197,-1132,0,500,47,11
198,-1185,0,500,39,15
199,-1071,0,500,45,1
200,-1044,0,500,23,10
201,-525,1,372,24,2
202,-883,0,500,16,10
203,-981,0,500,45,4
204,-889,0,500,39,2
205,-294,1,196,20,1
206,-846,0,500,20,1
207,-932,0,500,35,1
208,-925,0,500,43,2
209,-1170,0,500,50,9
210,-251,1,188,14,2
211,-810,1,492,36,5
212,-1063,0,500,36,10
213,-1041,0,500,42,6
214,-799,0,500,29,2
215,-907,0,500,28,3
216,-884,0,500,33,2
217,-895,0,500,30,4
218,-826,0,500,32,2
219,-937,0,500,38,5
220,-549,1,367,13,1
221,-864,0,500,32,4
222,-932,0,500,48,0
223,-876,1,492,40,4
224,-869,0,500,25,5
225,-1088,1,493,55,8
226,-1219,0,500,63,8
227,-1041,0,500,26,11
228,-515,1,380,22,2
229,-1008,0,500,32,9
230,-951,0,500,29,10
231,-802,0,500,23,5
232,-795,0,500,18,7
233,-951,0,500,35,2
234,-822,0,500,21,7
235,-924,0,500,29,6
236,-940,0,500,32,8
237,-284,1,220,12,3
238,-1042,0,500,37,11
239,-833,0,500,21,5
240,-860,0,500,40,0
241,-877,0,500,25,8
242,-546,1,319,15,5
243,-224,1,198,12,1
244,-878,0,500,23,9
245,-1249,0,500,63,7
246,-809,0,500,28,3
247,-252,1,262,8,1
248,-781,0,500,27,2
249,-926,0,500,22,12
250,-808,0,500,30,2
251,-491,1,401,17,2
252,-126,1,172,4,1
253,-1026,0,500,40,1
254,-690,0,500,19,1
255,-325,1,271,13,2
256,-1200,0,500,50,8
257,-870,0,500,39,1
258,-285,1,224,18,0
259,-583,1,439,23,2
260,-878,0,500,23,9
261,-957,0,500,36,7
262,-878,0,500,42,0
263,-908,0,500,39,3
264,-777,0,500,16,7
265,-1000,0,500,45,5
266,-783,0,500,23,4
267,-726,0,500,23,1
268,-900,0,500,36,4
269,-717,1,454,32,4
270,-942,0,500,28,10
271,-822,1,495,24,6
272,-1036,0,500,52,1
273,-906,0,500,30,2
274,-763,0,500,25,2
275,-106,1,161,3,1
276,-937,0,500,38,5
277,-618,0,500,11,1
278,-810,0,500,26,4
279,-641,1,416,32,2
280,-694,0,500,14,1
281,-268,1,213,11,3
282,-995,1,492,52,2
283,-992,0,500,45,2
284,-763,0,500,25,2
285,-673,0,500,15,2
286,-726,0,500,23,1
287,-872,0,500,35,3
288,-722,0,500,15,2
289,-838,0,500,17,2
290,-817,0,500,31,2
291,-962,0,500,45,3
292,-795,0,500,21,3
293,-694,0,500,14,1
294,-767,0,500,17,6
295,-1123,0,500,23,9
296,-969,0,500,31,10
297,-698,0,500,22,0
298,-943,0,500,32,3
299,-799,0,500,29,2
300,-735,0,500,24,1
