Episode,Rewards,Steps,Success
94,-725.0,500,0
95,-845.0,500,0
96,-50.0,105,1
97,-242.0,177,1
98,-263.0,258,1
99,-910.0,500,0
100,-40.0,125,1
101,-188.0,188,1
102,-198.0,218,1
103,-124.0,109,1
104,-835.0,500,0
105,-865.0,500,0
106,-612.0,487,1
107,-538.0,343,1
108,-487.0,292,1
109,-850.0,500,0
110,-82.0,127,1
111,-276.0,236,1
112,-308.0,253,1
113,-890.0,500,0
114,-248.0,288,1
115,-845.0,500,0
116,-510.0,430,1
117,-690.0,465,1
118,-492.0,377,1
119,-330.0,270,1
120,-775.0,500,0
121,-690.0,500,0
122,-430.0,350,1
123,-529.0,449,1
124,-589.0,384,1
125,-520.0,385,1
126,-262.0,237,1
127,-262.0,192,1
128,-635.0,500,0
129,-272.0,292,1
130,-54.0,149,1
131,-86.0,111,1
132,-810.0,500,0
133,-493.0,368,1
134,-176.0,191,1
135,-265.0,205,1
136,60.0,75,1
137,-130.0,140,1
138,-83.0,133,1
139,-840.0,500,0
140,-234.0,269,1
141,-350.0,300,1
142,-825.0,500,0
143,-60.0,140,1
144,-765.0,500,0
145,-659.0,469,1
146,-715.0,500,0
147,-850.0,500,0
148,-478.0,428,1
149,-710.0,500,0
150,-403.0,278,1
151,-610.0,485,1
152,-220.0,250,1
153,-730.0,500,0
154,-795.0,500,0
155,-714.0,424,1
156,-321.0,266,1
157,-720.0,500,0
158,-810.0,500,0
159,-725.0,500,0
160,-855.0,500,0
161,-387.0,312,1
162,-630.0,500,0
163,-525.0,405,1
164,-690.0,500,0
165,-178.0,223,1
166,-254.0,239,1
167,4.0,111,1
168,-154.0,189,1
169,-765.0,500,0
170,-170.0,235,1
171,-860.0,500,0
172,-352.0,307,1
173,-276.0,231,1
174,-750.0,500,0
175,-470.0,415,1
176,-770.0,500,0
177,-620.0,495,1
178,-387.0,362,1
179,-40.0,125,1
180,-451.0,326,1
181,-258.0,263,1
182,-775.0,500,0
183,-835.0,500,0
184,-14.0,94,1
185,-258.0,263,1
186,-795.0,500,0
187,-110.0,165,1
188,-810.0,500,0
189,-563.0,453,1
190,-845.0,500,0
191,-790.0,500,0
192,-350.0,340,1
193,-395.0,295,1
194,-553.0,458,1
195,-600.0,500,0
196,-114.0,184,1
197,-84.0,164,1
198,2.0,108,1
199,-544.0,479,1
200,-314.0,284,1
201,-695.0,500,0
202,-122.0,172,1
203,-775.0,500,0
204,-580.0,495,1
205,-730.0,500,0
206,-414.0,409,1
207,-725.0,500,0
208,-352.0,317,1
209,-296.0,276,1
210,-192.0,172,1
211,-116.0,166,1
212,-680.0,500,0
213,42.0,68,1
214,-835.0,500,0
215,-144.0,179,1
216,-685.0,500,0
217,-168.0,168,1
218,-130.0,135,1
219,-162.0,177,1
220,-252.0,287,1
221,-780.0,500,0
222,-870.0,500,0
223,-516.0,376,1
224,-120.0,185,1
225,-740.0,500,0
226,-705.0,500,0
227,10.0,100,1
228,-315.0,300,1
229,-268.0,278,1
230,-262.0,272,1
231,-216.0,276,1
232,-128.0,188,1
233,-500.0,420,1
234,-785.0,500,0
235,-700.0,500,0
236,-228.0,278,1
237,-78.0,118,1
238,-134.0,179,1
239,-92.0,187,1
240,-182.0,197,1
241,-236.0,201,1
242,-254.0,289,1
243,-100.0,175,1
244,-390.0,370,1
245,-810.0,500,0
246,-167.0,167,1
247,66.0,74,1
248,-180.0,215,1
249,-680.0,500,0
250,-438.0,388,1
251,-585.0,500,0
252,-296.0,301,1
253,-579.0,429,1
254,-22.0,107,1
255,-715.0,500,0
256,-135.0,165,1
257,-54.0,144,1
258,-74.0,179,1
259,-865.0,500,0
260,-100.0,175,1
261,-284.0,249,1
262,-4.0,114,1
263,-660.0,500,0
264,-80.0,155,1
265,-278.0,288,1
266,-284.0,254,1
267,-520.0,385,1
268,-650.0,500,0
269,-418.0,348,1
270,-715.0,500,0
271,-4.0,119,1
272,-48.0,138,1
273,-256.0,286,1
274,-94.0,179,1
275,-234.0,259,1
276,-214.0,244,1
277,-76.0,171,1
278,-154.0,204,1
279,-398.0,388,1
280,-665.0,500,0
281,-204.0,244,1
282,-130.0,145,1
283,-224.0,234,1
284,-172.0,217,1
285,-353.0,293,1
286,-148.0,198,1
287,-432.0,342,1
288,-411.0,346,1
289,-210.0,220,1
290,-152.0,212,1
291,-260.0,240,1
292,-615.0,500,0
293,-381.0,336,1
294,-121.0,126,1
295,-805.0,500,0
296,-845.0,500,0
297,-236.0,221,1
298,-456.0,471,1
299,-685.0,500,0
300,-64.0,89,1
301,-276.0,321,1
302,-406.0,461,1
303,-10.0,125,1
304,-705.0,500,0
305,-134.0,179,1
306,-72.0,162,1
307,-64.0,159,1
308,-130.0,215,1
309,-224.0,229,1
310,-80.0,150,1
311,-740.0,500,0
312,-14.0,79,1
313,-162.0,167,1
314,16.0,99,1
315,-158.0,173,1
316,-10.0,85,1
317,4.0,116,1
318,-229.0,239,1
319,0.0,125,1
320,-184.0,209,1
321,-6.0,116,1
322,-102.0,122,1
323,-264.0,284,1
324,-182.0,197,1
325,-700.0,500,0
326,-130.0,180,1
327,-196.0,246,1
328,-231.0,236,1
329,-52.0,137,1
330,-38.0,93,1
331,-214.0,259,1
332,-436.0,406,1
333,-80.0,130,1
334,-117.0,162,1
335,18.0,107,1
336,-277.0,247,1
337,-8.0,93,1
338,6.0,99,1
339,-600.0,500,0
340,-680.0,500,0
341,-207.0,212,1
342,-118.0,203,1
343,-770.0,500,0
344,-640.0,500,0
345,-100.0,195,1
346,-457.0,412,1
347,-645.0,500,0
348,-700.0,500,0
349,-116.0,166,1
350,-44.0,119,1
351,-740.0,500,0
352,-251.0,236,1
353,-96.0,156,1
354,-615.0,500,0
355,-238.0,188,1
356,-134.0,174,1
357,-30.0,135,1
358,-172.0,202,1
359,-164.0,189,1
360,-260.0,270,1
361,-72.0,167,1
362,-690.0,500,0
363,-122.0,127,1
364,78.0,62,1
365,-28.0,133,1
366,-8.0,108,1
367,-650.0,500,0
368,-102.0,177,1
369,-548.0,463,1
370,-670.0,500,0
371,-74.0,139,1
372,-705.0,500,0
373,-34.0,139,1
374,-725.0,500,0
375,-438.0,438,1
376,-685.0,500,0
377,-63.0,108,1
378,-675.0,500,0
379,-146.0,211,1
380,-60.0,140,1
381,-180.0,180,1
382,-750.0,500,0
383,-398.0,393,1
384,-487.0,437,1
385,-352.0,347,1
386,-810.0,500,0
387,-330.0,295,1
388,-316.0,281,1
389,-104.0,184,1
390,-378.0,388,1
391,-50.0,155,1
392,-136.0,196,1
393,-116.0,126,1
394,-58.0,143,1
395,-356.0,271,1
396,-387.0,372,1
397,-148.0,168,1
398,-675.0,480,1
399,-16.0,116,1
400,-132.0,182,1
401,-685.0,500,0
402,-670.0,500,0
403,-350.0,275,1
404,-42.0,127,1
405,38.0,77,1
406,-14.0,109,1
407,-466.0,411,1
408,-625.0,500,0
409,-146.0,206,1
410,-267.0,297,1
411,-60.0,135,1
412,-70.0,150,1
413,-122.0,187,1
414,-228.0,253,1
415,-578.0,493,1
416,4.0,116,1
417,-775.0,500,0
418,-180.0,210,1
419,-100.0,205,1
420,-770.0,500,0
421,-755.0,500,0
422,-348.0,303,1
423,-104.0,159,1
424,-46.0,111,1
425,-171.0,201,1
426,-503.0,458,1
427,-90.0,165,1
428,2.0,73,1
429,-350.0,290,1
430,-112.0,157,1
431,-410.0,355,1
432,26.0,84,1
433,-232.0,237,1
434,-670.0,500,0
435,-70.0,120,1
436,-130.0,165,1
437,-18.0,78,1
438,-800.0,500,0
439,-16.0,86,1
440,-790.0,500,0
441,-102.0,187,1
442,-815.0,500,0
443,-256.0,261,1
444,-825.0,500,0
445,-665.0,500,0
446,46.0,84,1
447,-84.0,134,1
448,-20.0,110,1
449,-685.0,500,0
450,8.0,117,1
451,-770.0,500,0
452,-34.0,124,1
453,-288.0,263,1
454,-106.0,141,1
455,-670.0,500,0
456,-785.0,500,0
457,-228.0,268,1
458,-290.0,255,1
459,10.0,95,1
460,-502.0,402,1
461,-52.0,127,1
462,-188.0,133,1
463,-795.0,500,0
464,-780.0,500,0
465,20.0,100,1
466,-186.0,166,1
467,-624.0,469,1
468,-700.0,500,0
469,-110.0,170,1
470,-251.0,221,1
471,-770.0,500,0
472,-630.0,500,0
473,-695.0,500,0
474,-341.0,306,1
475,-138.0,213,1
476,-2.0,132,1
477,-62.0,142,1
478,-496.0,491,1
479,-214.0,209,1
480,-398.0,358,1
481,-795.0,500,0
482,-705.0,500,0
483,-338.0,313,1
484,-44.0,124,1
485,-705.0,500,0
486,-464.0,449,1
487,-645.0,500,0
488,-252.0,232,1
489,-720.0,500,0
490,-84.0,114,1
491,-424.0,404,1
492,-274.0,294,1
493,-74.0,129,1
494,-106.0,161,1
495,16.0,99,1
496,-126.0,146,1
497,-129.0,169,1
498,-128.0,168,1
499,-49.0,94,1
500,-334.0,354,1
