Episode,Rewards,Steps,Success
419,-294.0,314,1
420,-364.0,349,1
421,-643.0,498,1
422,-680.0,500,0
423,-6.0,101,1
424,-158.0,173,1
425,-750.0,500,0
426,-570.0,500,0
427,-112.0,137,1
428,-635.0,500,0
429,-528.0,473,1
430,-120.0,175,1
431,-34.0,129,1
432,-620.0,500,0
433,-670.0,500,0
434,-38.0,128,1
435,-389.0,324,1
436,-695.0,500,0
437,-582.0,477,1
438,-725.0,500,0
439,-258.0,293,1
440,-124.0,189,1
441,0.0,100,1
442,-805.0,500,0
443,-38.0,113,1
444,-580.0,500,0
445,-114.0,169,1
446,-330.0,380,1
447,44.0,71,1
448,-539.0,409,1
449,38.0,77,1
450,-100.0,175,1
451,-118.0,188,1
452,-670.0,500,0
453,-615.0,500,0
454,-48.0,113,1
455,-120.0,175,1
456,-595.0,500,0
457,-132.0,177,1
458,-835.0,500,0
459,-705.0,500,0
460,-715.0,500,0
461,-800.0,500,0
462,-14.0,109,1
463,-40.0,95,1
464,-725.0,500,0
465,-292.0,277,1
466,-755.0,500,0
467,-406.0,361,1
468,-506.0,386,1
469,-362.0,277,1
470,-775.0,500,0
471,-750.0,500,0
472,-284.0,309,1
473,-320.0,305,1
474,-780.0,500,0
475,-735.0,500,0
476,-363.0,353,1
477,-705.0,500,0
478,-645.0,500,0
479,-534.0,489,1
480,-114.0,169,1
481,-144.0,209,1
482,-645.0,500,0
483,-72.0,122,1
484,-680.0,500,0
485,-675.0,500,0
486,-334.0,359,1
487,-260.0,300,1
488,-715.0,500,0
489,-710.0,500,0
490,-86.0,181,1
491,-690.0,500,0
492,-454.0,394,1
493,-700.0,500,0
494,-12.0,97,1
495,-675.0,500,0
496,-685.0,500,0
497,-680.0,500,0
498,-528.0,423,1
499,-435.0,305,1
500,-750.0,500,0
