Episode,Reward,Success,Steps,Wall_Hits,Penalty_Hits
1,-1550,0,500,104,6
2,-1553,0,500,98,9
3,-1742,0,500,106,10
4,-1712,0,500,73,6
5,-1769,0,500,87,23
6,-1370,1,417,83,11
7,-1650,0,500,75,25
8,-2055,0,500,101,34
9,-1323,1,380,58,12
10,-1433,1,409,93,10
11,-1253,1,346,74,18
12,-2163,0,500,116,30
13,-1612,0,500,84,11
14,-1731,0,500,65,34
15,-1888,0,500,112,20
16,-1704,0,500,122,3
17,-2273,0,500,65,29
18,-1846,1,466,77,26
19,-1810,0,500,81,28
20,-1229,0,500,81,0
21,-1483,0,500,86,11
22,-1994,0,500,112,23
23,-1472,0,500,89,9
24,-2425,0,500,81,32
25,-1644,0,500,64,17
26,-1053,1,327,46,14
27,-1769,0,500,122,9
28,-1793,0,500,86,17
29,-1361,1,408,58,28
30,-1750,0,500,103,17
31,-1682,0,500,74,22
32,-1496,0,500,98,6
33,-1349,0,500,72,8
34,-1549,0,500,87,14
35,-1383,0,500,80,6
36,-1578,0,500,73,17
37,-1067,1,386,70,8
38,-1581,0,500,80,19
39,-1143,1,373,69,8
40,-1672,0,500,107,11
41,-1484,0,500,87,8
42,-1586,0,500,89,15
43,-1577,0,500,88,15
44,-1040,1,396,68,7
45,-1625,0,500,74,19
46,-1294,0,500,65,11
47,-1495,0,500,81,14
48,-2006,0,500,142,12
49,-1795,0,500,108,17
50,-1513,0,500,66,4
51,-1616,0,500,76,15
52,-1530,0,500,58,19
53,-1440,0,500,77,13
54,-1612,0,500,59,28
55,-1495,0,500,81,14
56,-1558,0,500,75,15
57,-1473,0,500,68,19
58,-1909,0,500,76,33
59,-1446,0,500,68,15
60,-1637,0,500,72,18
61,-1594,0,500,76,19
62,-1318,0,500,74,8
63,-1395,0,500,62,10
64,-627,1,225,29,5
65,-2896,0,500,148,56
66,-1313,0,500,52,13
67,-1818,0,500,81,31
68,-1120,1,494,50,12
69,-1338,0,500,72,10
70,-1257,0,500,82,1
71,-1249,0,500,60,11
72,-1687,0,500,77,26
73,-1377,0,500,57,14
74,-1654,0,500,89,16
75,-1218,0,500,65,7
76,-1079,1,272,42,15
77,-1590,0,500,52,25
78,-1490,1,486,50,19
79,-1602,0,500,76,22
80,-1579,0,500,68,22
81,-593,1,295,22,8
82,-1403,0,500,59,17
83,-1070,1,357,63,13
84,-1468,0,500,81,10
85,-1341,0,500,66,13
86,-1180,0,500,65,5
87,-1366,0,500,76,7
88,-1598,0,500,55,24
89,-1364,0,500,77,9
90,-473,1,239,33,2
91,-1160,0,500,48,12
92,-1323,0,500,83,4
93,-1363,0,500,50,14
94,-1541,0,500,84,15
95,-1507,0,500,63,18
