Episode,Rewards,Steps,Success
349,-125,165,1
350,-214,255,1
351,-278,337,1
352,-768,500,0
353,-736,500,0
354,-636,469,1
355,-84,125,1
356,-430,462,1
357,-369,355,1
358,-670,500,0
359,-170,193,1
360,-2,115,1
361,-96,182,1
362,-44,139,1
363,-66,179,1
364,-660,500,0
365,-558,440,1
366,-652,500,0
367,-180,203,1
368,-769,500,0
369,-771,500,0
370,-787,500,0
371,-153,175,1
372,-204,191,1
373,-619,500,0
374,-669,500,0
375,-704,500,0
376,-394,336,1
377,-1002,500,0
378,-96,173,1
379,-732,500,0
380,-306,309,1
381,-435,367,1
382,-183,214,1
383,-229,233,1
384,-178,237,1
385,-678,500,0
386,-32,109,1
387,-44,103,1
388,-552,436,1
389,-770,494,1
390,-453,365,1
391,-772,500,0
392,-469,365,1
393,-493,369,1
394,-58,144,1
395,-343,347,1
396,-234,221,1
397,-154,195,1
398,-491,477,1
399,-726,500,0
400,-547,411,1
401,-50,136,1
402,-469,360,1
403,25,69,1
404,-245,291,1
405,-644,390,1
406,-893,500,0
407,-280,283,1
408,-10,96,1
409,-397,363,1
410,-661,500,0
411,-89,156,1
412,-90,158,1
413,-764,500,0
414,-925,500,0
415,-331,297,1
416,-491,460,1
417,-96,155,1
418,-771,500,0
419,-560,482,1
420,-377,304,1
421,-136,195,1
422,10,112,1
423,20,75,1
424,-28,103,1
425,-118,195,1
426,16,97,1
427,-548,357,1
428,-72,131,1
429,-481,341,1
430,-274,333,1
431,-761,500,0
432,-168,200,1
433,-121,143,1
434,-120,188,1
435,-144,167,1
436,-752,500,0
437,-296,252,1
438,-118,222,1
439,-174,161,1
440,-32,109,1
441,-518,415,1
442,-437,342,1
443,-154,195,1
444,-523,425,1
445,-410,323,1
446,-140,208,1
447,10,94,1
448,34,70,1
449,-298,248,1
450,-58,144,1
451,-102,170,1
452,-692,500,0
453,-672,500,0
454,-166,207,1
455,-75,95,1
456,-70,147,1
457,-92,160,1
458,-329,349,1
459,-109,131,1
460,-150,182,1
461,-667,500,0
462,50,63,1
463,-496,427,1
464,-63,139,1
465,-701,500,0
466,-125,174,1
467,-10,105,1
468,-374,323,1
469,-148,207,1
470,-215,237,1
471,-38,151,1
472,-634,500,0
473,-112,144,1
